Zip,LAT,LNG,Num_Disp,Sac_City,LA_City,Total_Pop,Percent_Under_18_Years,Percent_Ages_18_to_24,Percent_18_and_Older,Percent_21_and_Older,Percent_60_and_Older,Number_Males,Percent_Male,Male_Median_Age,Number_Females,Pct_Female,Females_Median_Age,Total_Households,Households_with_Children,Pct_Households_with_Children,Pct_Owner_Occupied,Pct_Renter_Occupied,Household_Median_Income,Household_Median_Inc_Quintiles,Pct_Earned_Income_Past_12_Months
94703,0,0,,No,No,21697,17.1,10.7,82.9,80.3,18.6,11273,52,31.8,10424,48,37.2,8674,2019,23.3,40.7,59.3,83074,,28.9
92337,0,0,,No,No,39240,27.6,12.5,72.4,67.2,9.5,19865,50.6,29.4,19375,49.4,30.9,10022,4484,44.7,71.9,28.1,83081,,39.3
92344,0,0,,No,No,23349,28.2,9.6,71.8,67.6,17.4,12013,51.4,36,11336,48.6,32.7,6003,2433,40.5,74.4,25.6,83095,,30.3
95228,0,0,,No,No,4541,18.1,3.4,81.9,79.1,34.3,2331,51.3,49.2,2210,48.7,51.1,1728,381,22,85.8,14.2,83313,,33
95219,0,0,,No,No,29270,26.1,6.6,73.9,71.4,21.9,14302,48.9,34.7,14968,51.1,39.2,10811,3465,32.1,56.8,43.2,83558,,32.9
92251,0,0,,No,No,23970,26.9,11.9,73.1,67.7,11.6,13245,55.3,31.9,10725,44.7,28.4,5352,2026,37.9,75,25,83566,,38
90631,0,0,,No,No,69064,23,9.4,77,73.1,19.4,33771,48.9,36,35293,51.1,37.8,21229,6528,30.8,61,39,83629,,38.3
95337,0,0,,No,No,39177,27.3,8.7,72.7,69,15.2,19015,48.5,33.8,20162,51.5,36.3,12048,4669,38.8,64.7,35.3,83933,,37.3
92612,0,0,,No,No,33234,10.8,29.3,89.2,74.7,15,16258,48.9,29.5,16976,51.1,30.6,12999,2025,15.6,31.2,68.8,83942,,35.8
92587,0,0,,No,No,17237,24.4,5.7,75.6,72.7,23,9140,53,36.8,8097,47,40.7,5840,1877,32.1,77.5,22.5,83943,,46.7
95701,0,0,,No,No,915,13.7,3.6,86.3,86,44.6,457,49.9,60.2,458,50.1,54.3,347,45,13,83.3,16.7,83958,,21.3
91007,0,0,,No,No,34116,20.9,5.5,79.1,76.5,27.7,16004,46.9,41.3,18112,53.1,46.7,11657,3726,32,53,47,83964,,35.4
93636,0,0,,No,No,13255,25.1,8.2,74.9,70.6,27.8,6720,50.7,40.6,6535,49.3,45.2,4285,1334,31.1,89.8,10.2,83977,,37.6
93022,0,0,,No,No,7179,20.4,5.7,79.6,76.8,23.9,3699,51.5,41.9,3480,48.5,42.6,2488,707,28.4,76.7,23.3,84043,,46.4
94132,0,0,,No,No,31436,11.8,23.9,88.2,74.7,21.6,14874,47.3,32,16562,52.7,34.9,10314,1748,16.9,43.3,56.7,84349,,36.5
93449,0,0,,No,No,8180,9.6,5.5,90.4,88.2,43.4,3860,47.2,55.3,4320,52.8,58.4,4213,430,10.2,63.6,36.4,84484,,37.7
91791,34.06466255,-117.8976976,,No,No,33397,21.2,8.3,78.8,75.8,24.5,16326,48.9,37.1,17071,51.1,42.2,10080,2939,29.2,66.1,33.9,84530,,42.6
92008,0,0,,No,No,27151,18.2,9.1,81.8,78.1,23.6,13700,50.5,39.8,13451,49.5,44.1,11307,2705,23.9,45.9,54.1,84671,,27.3
96092,0,0,,No,No,343,13.7,0,86.3,86.3,39.7,253,73.8,40.8,90,26.2,62.3,116,18,15.5,65.5,34.5,84688,,40.5
95366,0,0,,No,No,17909,25.8,8.4,74.2,70.4,21.8,8910,49.8,39.4,8999,50.2,40.4,6135,2078,33.9,70.2,29.8,84898,,34.4
95818,38.55,-121.49,,Yes,No,21625,20.9,4.9,79.1,77.3,23.9,10030,46.4,41.1,11595,53.6,37.8,9943,2307,23.2,53.4,46.6,84908,Quintile 5,29.9
95694,0,0,,No,No,10495,26,9.1,74,71.7,19.5,5268,50.2,36.4,5227,49.8,37.6,3477,1345,38.7,61.2,38.8,84949,,36.5
94923,0,0,,No,No,808,0,13.5,100,96.3,68.7,426,52.7,67.7,382,47.3,67,506,0,0,59.1,40.9,85069,,18.8
95330,0,0,,No,No,22760,27.7,9.8,72.3,67.6,13.4,11404,50.1,32.1,11356,49.9,32.1,5642,2460,43.6,73.8,26.2,85092,,41.6
95758,0,0,,No,No,65811,24.8,8.3,75.2,71.1,18.4,31321,47.6,35.7,34490,52.4,38.4,21507,7336,34.1,71.4,28.6,85221,,31.8
91752,0,0,,No,No,35694,26.8,10.7,73.2,69.2,16.4,17861,50,34.3,17833,50,34.1,8794,3279,37.3,63.7,36.3,85296,,45.6
92107,0,0,,No,No,31223,12.9,10.5,87.1,82.6,17.5,15760,50.5,36,15463,49.5,35.6,13743,2170,15.8,39.2,60.8,85299,,32.7
94591,0,0,,No,No,55157,18.4,9.5,81.6,78,24.7,26806,48.6,38.4,28351,51.4,43.3,18557,4464,24.1,65.5,34.5,85311,,35.5
92078,0,0,,No,No,50510,25.1,8.8,74.9,71,23,24755,49,37.4,25755,51,39.8,17532,6035,34.4,69.5,30.5,85335,,31.4
94515,0,0,,No,No,7491,17.4,4.9,82.6,80.9,32.3,4002,53.4,44.6,3489,46.6,47.3,3001,611,20.4,65,35,85417,,40.3
93940,0,0,,No,No,32236,15.4,11.3,84.6,80.2,26.2,16048,49.8,37.4,16188,50.2,43.2,13358,2342,17.5,42.2,57.8,85503,,32
91708,0,0,,No,No,4009,19.1,6.9,80.9,79.1,7,1122,28,30.6,2887,72,36.4,727,398,54.7,50.6,49.4,85545,,29.3
93420,0,0,,No,No,30740,20.7,7.9,79.3,76.5,30.5,14421,46.9,46.6,16319,53.1,47.7,11734,2875,24.5,69.5,30.5,85551,,36.4
91740,34.11709373,-117.8549993,,No,No,25877,22.1,7.2,77.9,74.9,22.3,12648,48.9,38.2,13229,51.1,42.3,8308,2412,29,66.1,33.9,85590,,31.3
94805,0,0,,No,No,14188,17.8,5.6,82.2,79.9,22.7,6816,48,38.5,7372,52,42.7,5254,1301,24.8,64.6,35.4,85813,,38.1
95220,0,0,,No,No,7576,21.6,8.7,78.4,75.2,25.3,3902,51.5,39.6,3674,48.5,43.5,2570,810,31.5,70.2,29.8,85906,,32.9
95420,0,0,,No,No,523,26.6,4.6,73.4,73.4,38,282,53.9,53.4,241,46.1,53.4,181,81,44.8,62.4,37.6,85917,,37.6
91207,0,0,,No,No,11031,18.8,8.1,81.2,77.6,24.8,5230,47.4,40.1,5801,52.6,47.9,4081,1193,29.2,56.6,43.4,85956,,45.6
91745,33.99778422,-117.9660489,,No,No,55202,19.2,8.8,80.8,76.8,25.9,27878,50.5,40.3,27324,49.5,45.2,16324,4562,27.9,75.2,24.8,85975,,41.6
95687,0,0,,No,No,69060,21.7,8.5,78.3,75.1,20.8,36375,52.7,37.3,32685,47.3,38.5,22220,6903,31.1,60.7,39.3,86056,,32.5
95938,0,0,,No,No,4446,26.5,4.2,73.5,72.1,19.7,2096,47.1,35.9,2350,52.9,39,1522,485,31.9,62.8,37.2,86111,,45.3
95628,0,0,,No,No,40855,18.9,7.2,81.1,78.2,28.9,19483,47.7,41.9,21372,52.3,47.7,16090,3711,23.1,69.9,30.1,86181,,28
91773,34.10316364,-117.8148384,,No,No,34007,21,8.5,79,74.6,25.8,15802,46.5,40.3,18205,53.5,41.8,11387,3051,26.8,70.5,29.5,86201,,32.6
92117,0,0,,No,No,56983,17.4,9.8,82.6,79.6,21.3,29065,51,36.4,27918,49,39.3,21046,5295,25.2,58.4,41.6,86243,,36.8
95023,0,0,,No,No,53423,26.5,9.7,73.5,69.1,16.8,26535,49.7,34.5,26888,50.3,35.5,15752,6146,39,63.9,36.1,86337,,30.5
90240,0,0,,No,No,26413,25.2,6.8,74.8,71.8,19.7,13052,49.4,35.9,13361,50.6,39.5,7544,2877,38.1,63.9,36.1,86383,,37.9
91775,34.11565119,-118.0857364,,No,No,25004,21.6,6.8,78.4,75.5,24.4,12165,48.7,40.7,12839,51.3,43.8,8113,2542,31.3,64.2,35.8,86415,,38.9
93626,0,0,,No,No,2427,25.6,4.9,74.4,72.4,23.8,1105,45.5,39.3,1322,54.5,45.6,849,260,30.6,86.2,13.8,86473,,28.7
95655,0,0,,No,No,4156,25.2,7.4,74.8,73,16.8,2026,48.7,34.5,2130,51.3,38.5,1402,509,36.3,75.4,24.6,86486,,41.4
93604,0,0,,No,No,541,5.7,10.2,94.3,87.6,70.8,222,41,66.3,319,59,62,269,0,0,100,0,86595,,31.6
95133,0,0,,No,No,28565,20.7,8.6,79.3,75.7,23.8,14077,49.3,37.8,14488,50.7,39.8,8774,2767,31.5,58.4,41.6,86686,,35.9
92019,0,0,,No,No,43272,21.1,9.4,78.9,75.4,24.5,21232,49.1,37.7,22040,50.9,42.2,14512,4209,29,67,33,86741,,39.4
94609,0,0,,No,No,23726,14.5,8.3,85.5,83.9,12.3,11640,49.1,34.1,12086,50.9,35.1,9915,2012,20.3,29.4,70.6,86750,,30.9
92377,0,0,,No,No,20476,24.3,10.9,75.7,70.9,17.5,9837,48,34.1,10639,52,33.6,5530,1800,32.5,87.8,12.2,86784,,43.4
95661,0,0,,No,No,31315,21.1,8.2,78.9,75.6,26.5,15016,48,39.8,16299,52,43.9,12031,3422,28.4,60.2,39.8,86823,,29.5
93444,0,0,,No,No,21331,19.8,8.4,80.2,77.4,30.1,10843,50.8,41.5,10488,49.2,46.8,7246,1807,24.9,75.7,24.3,87087,,38.2
93110,0,0,,No,No,16849,18,9.3,82,79.2,31.5,8633,51.2,39.5,8216,48.8,51.3,6457,1394,21.6,64,36,87111,,37.9
92647,33.720373,-118.0008698,,No,No,62199,21.8,9.4,78.2,74.4,19,31540,50.7,35.7,30659,49.3,37.6,21452,6332,29.5,45.1,54.9,87237,,38
94937,0,0,,No,No,742,6.3,6.2,93.7,90.4,53,339,45.7,56.2,403,54.3,63.2,402,35,8.7,67.7,32.3,87273,,44.3
92071,0,0,,No,No,57710,22.1,8.6,77.9,74.4,20.5,27491,47.6,36.7,30219,52.4,40.1,19168,6276,32.7,71.9,28.1,87334,,36
92555,0,0,,No,No,44452,27.1,11.4,72.9,67.6,13.5,21263,47.8,32.3,23189,52.2,32.7,10873,4236,39,76.2,23.8,87338,,51.1
95682,0,0,,No,No,30314,19.8,8.2,80.2,77.4,31,14891,49.1,43.9,15423,50.9,48.8,11309,2778,24.6,74.6,25.4,87347,,37.8
92672,0,0,,No,No,34218,16.4,8.2,83.6,80.3,27.3,16706,48.8,43.1,17512,51.2,46.7,14113,2946,20.9,55.2,44.8,87455,,33.7
94608,0,0,,No,No,31013,11.9,7,88.1,86.9,15.5,15268,49.2,35.4,15745,50.8,35.7,14368,1890,13.2,36,64,87517,,32.7
92532,0,0,,No,No,25923,32.6,8.4,67.4,64.3,10,12846,49.6,30.9,13077,50.4,32.4,7141,3530,49.4,80.3,19.7,87636,,41.1
95677,0,0,,No,No,25477,22.8,10.2,77.2,73,20.7,12327,48.4,36.4,13150,51.6,41.4,9363,2766,29.5,66.8,33.2,87742,,30.2
92591,0,0,,No,No,41609,26.7,8.7,73.3,70.1,16.8,20243,48.7,34,21366,51.3,35.9,13098,4981,38,57.9,42.1,88034,,38.5
95648,0,0,,No,No,52949,22.3,6.1,77.7,75.2,32.6,25345,47.9,42.3,27604,52.1,44.8,19587,5352,27.3,79.5,20.5,88158,,33.9
91941,0,0,,No,No,31918,20.6,7.7,79.4,76.5,25.2,15199,47.6,37.9,16719,52.4,42.4,11574,3305,28.6,62.3,37.7,88225,,36.8
93950,0,0,,No,No,15547,18.7,5.5,81.3,78.6,34.6,7039,45.3,46,8508,54.7,51.7,6849,1402,20.5,46.5,53.5,88326,,29.4
91901,0,0,,No,No,18162,23.1,7.7,76.9,73.6,24.7,9032,49.7,38.5,9130,50.3,41.8,6320,1803,28.5,71.7,28.3,88395,,37.4
92626,0,0,,No,No,50605,18.1,9.8,81.9,78.1,17.1,25421,50.2,34.6,25184,49.8,36.2,18947,4391,23.2,39.8,60.2,88398,,33.3
95045,0,0,,No,No,4217,22.5,6.1,77.5,74.5,30.3,2122,50.3,46.2,2095,49.7,47.9,1434,353,24.6,58.4,41.6,88804,,23.9
94952,0,0,,No,No,35503,19.9,6.7,80.1,77,26.2,17285,48.7,42.7,18218,51.3,44.1,13786,3541,25.7,61.1,38.9,88848,,33.1
93455,0,0,,No,No,46175,23.5,10.3,76.5,73.1,23.2,22136,47.9,37.1,24039,52.1,38.8,15518,4636,29.9,73.7,26.3,88874,,34
94579,0,0,,No,No,21883,17.7,7.2,82.3,80,23.4,11129,50.9,41.2,10754,49.1,43.9,6800,1894,27.9,75,25,88991,,40.2
95230,0,0,,No,No,840,37.6,1.9,62.4,62.4,13.6,432,51.4,35.9,408,48.6,28.2,269,134,49.8,39.8,60.2,89016,,29
91750,34.11586409,-117.7704759,,No,No,34129,21,8.8,79,75,28.7,16518,48.4,43.5,17611,51.6,46.3,12110,2964,24.5,74.8,25.2,89360,,35.9
90746,0,0,,No,No,27075,17.5,9.6,82.5,78.5,27.8,13039,48.2,40,14036,51.8,46.2,8205,1765,21.5,83.8,16.2,89364,,45.3
94508,0,0,,No,No,3935,12.1,33.3,87.9,69.8,16.5,1980,50.3,30.8,1955,49.7,25.5,997,247,24.8,58.5,41.5,89531,,34.1
93720,0,0,,No,No,47081,23.3,7.5,76.7,74.1,20.3,22161,47.1,34.7,24920,52.9,40.5,18125,5262,29,58.7,41.3,89671,,30.1
94803,0,0,,No,No,25893,17.8,7.4,82.2,79.6,25.7,12601,48.7,43.4,13292,51.3,44.7,9114,2376,26.1,70.4,29.6,89851,,44.4
95405,0,0,,No,No,21082,17.7,6.2,82.3,80.3,29.5,9873,46.8,42.2,11209,53.2,49,8174,1893,23.2,58.5,41.5,89876,,29.7
93004,0,0,,No,No,31525,21.2,8.4,78.8,75.3,24.5,15514,49.2,39.7,16011,50.8,40.1,11030,2994,27.1,65.3,34.7,90018,,38.6
90504,0,0,,No,No,33410,19.5,9.5,80.5,76.1,22.9,16144,48.3,40.3,17266,51.7,42.9,11685,3271,28,62.2,37.8,90210,,32.5
90803,0,0,,No,No,32126,11.1,6.8,88.9,86.9,26.7,15575,48.5,45.6,16551,51.5,45.1,16718,2225,13.3,43.5,56.5,90278,,30.4
93109,0,0,,No,No,10771,11.6,18.3,88.4,78.1,31.1,5679,52.7,38.9,5092,47.3,52.2,4543,679,14.9,60.2,39.8,90341,,40.8
